roll|name|faction_id|faction_name|legend|type|description|id|
4|TREASON OF TZEENTCH|CD|Chaos Daemons|The psyker reaches into the mind of its victim, subverting their will and turning them upon their own allies.|Psychic Powers|Treason of Tzeentch has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a> that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to it (excluding the opponent’s <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord">Warlord</a>) and roll 2D6. If the result is greater than the character’s Leadership characteristic, until the end of the following Fight phase treat that character as if it were a friendly model from your army in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting</a>, <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge</a> and <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight</a> phases.|000002582005|
5|FLICKERING FLAMES|CD|Chaos Daemons|Cackling madly, the psyker’s minions are wreathed in pink and blue flames that leap forth to consume their foes.|Psychic Powers|Flickering Flames has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, pick a friendly <span class="tooltip00887" data-tooltip-content="#tooltip_content00887" data-tooltip-anchor="#tooltip_content00887"><span class="kwb">TZEENTCH</span> <span class="kwb">DAEMON</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to any <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> made for that unit’s shooting weapons.|000002582006|
6|INFERNAL GATEWAY|CD|Chaos Daemons|The psyker opens a portal to the warp, a tear in the fabric of the mortal plane that sucks foes into certain oblivion.|Psychic Powers|Infernal Gateway has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, identify the nearest enemy model that is within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to it; that model’s unit, and every other unit (friend and foe) within 3" of that model, suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. The number of mortal wounds inflicted is D6 instead if the power is manifested with a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> of 12+.|000002582007|
1|STREAM OF CORRUPTION|CD|Chaos Daemons|The psyker spews forth a stream of disease on its enemies.|Psychic Powers|Stream of Corruption has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, the closest enemy unit within 7" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to it suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> if it has fewer than 10 models, or D6 mortal wounds if it has 10 or more models.|000002583002|
2|FLESHY ABUNDANCE|CD|Chaos Daemons|Nurgle’s bountiful energies surge through the target, healing their wounds beneath new growths of swollen flesh.|Psychic Powers|Fleshy Abundance has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly <span class="tooltip00888" data-tooltip-content="#tooltip_content00888" data-tooltip-anchor="#tooltip_content00888"><span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. One model in that unit regains D3 lost wounds.|000002583003|
3|NURGLE’S ROT|CD|Chaos Daemons|Gurgling praise to its god, the psyker exudes a wave of soul-pox that rapidly kills those who lack Nurgle’s blessings.|Psychic Powers|Nurgle’s Rot has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll a D6 for every unit (excluding <span class="tooltip00559" data-tooltip-content="#tooltip_content00559" data-tooltip-anchor="#tooltip_content00559"><span class="kwb">NURGLE</span></span> units) within 7" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. On a 4+ the unit being rolled for suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000002583004|
4|SHRIVELLING POX|CD|Chaos Daemons|Muttering an unholy chant in a blighted tongue, the psyker calls down poxed blessings on a chosen foe.|Psychic Powers|Shrivelling Pox has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to it. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract one from the target unit’s Toughness characteristic.|000002583005|
5|VIRULENT BLESSING|CD|Chaos Daemons|The psyker blesses its allies with a bounty of fresh diseases with which to infect their enemies.|Psychic Powers|Virulent Blessing has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly <span class="tooltip00888" data-tooltip-content="#tooltip_content00888" data-tooltip-anchor="#tooltip_content00888"><span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> made for that unit in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.</li><li>Wound rolls of 7+ made for that unit in the Fight phase inflict double damage.</li></ul>|000002583006|
6|MIASMA OF PESTILENCE|CD|Chaos Daemons|As the psyker chants in a phlegm-choked drone, a dark cloud of filth and flies shrouds its allies from view.|Psychic Powers|Miasma of Pestilence has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly <span class="tooltip00888" data-tooltip-content="#tooltip_content00888" data-tooltip-anchor="#tooltip_content00888"><span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, your opponent must subtract 1 from all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> that target that unit.|000002583007|
1|CACOPHONIC CHOIR|CD|Chaos Daemons|The psyker emits an ear-piercing chorus of screams that shatters the sanity of its foes.|Psychic Powers|Cacophonic Choir has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll 2D6 (adding 2 to the result if the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> result was more than 10). The closest enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to it suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each point that the total exceeds their highest Leadership characteristic.|000002584002|
2|SYMPHONY OF PAIN|CD|Chaos Daemons|The psyker’s chants unleash destructive Chaos energy.|Psychic Powers|Symphony of Pain has a warp <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">charge</a> value of 6. If manifested, the nearest enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to it is struck by unbearable pain. Your opponent must subtract 1 from all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made for this unit until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.|000002584003|
3|HYSTERICAL FRENZY|CD|Chaos Daemons|The psyker sends out a psychic lash that goads its allies.|Psychic Powers|Hysterical Frenzy has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a single friendly <span class="tooltip00890" data-tooltip-content="#tooltip_content00890" data-tooltip-anchor="#tooltip_content00890"><span class="kwb">SLAANESH</span> <span class="kwb">DAEMON</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> that is within 1" of an enemy unit. That unit can fight as if it were the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.|000002584004|
4|DELIGHTFUL AGONIES|CD|Chaos Daemons|The psyker manipulates the pleasure centres of its allies’ minds, causing even great pain to register as sheer ecstasy.|Psychic Powers|Delightful Agonies has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a single friendly <span class="tooltip00890" data-tooltip-content="#tooltip_content00890" data-tooltip-anchor="#tooltip_content00890"><span class="kwb">SLAANESH</span> <span class="kwb">DAEMON</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, roll a D6 each time a model in that unit loses a wound – on a 6 that model does not lose a wound.|000002584005|
5|PAVANE OF SLAANESH|CD|Chaos Daemons|As the psyker sings, its spasming victims’ flesh tears and bones snap as they dance themselves to death.|Psychic Powers|Pavane of Slaanesh has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to them. Roll a D6 for each model in the unit; the unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 6.|000002584006|
6|PHANTASMAGORIA|CD|Chaos Daemons|The psyker summons illusions to terrify and entice their foes.|Psychic Powers|Phantasmagoria has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, enemy units must subtract 1 from their Leadership characteristic until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> whilst they are within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>.|000002584007|
1|INFERNAL GAZE|CD|Chaos Daemons|Unholy power streams from Be’lakor’s eyes, charring and melting everything caught in its path.|Dark Hereticus Discipline|Infernal Gaze has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of <a href="/wh40k9ed/factions/chaos-daemons/Be-lakor">Be’lakor</a> and is visible to him and roll 3 dice. The target suffers one <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 4+.|000002585002|
2|DEATH HEX|CD|Chaos Daemons|Be’lakor places a dire hex upon his enemies. Wards and energised shields flicker and fail, leaving the foe exposed.|Dark Hereticus Discipline|Death Hex has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 12" of <a href="/wh40k9ed/factions/chaos-daemons/Be-lakor">Be’lakor</a> and is visible to him. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit cannot take <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saves</a>.|000002585003|
3|GIFT OF CHAOS|CD|Chaos Daemons|As the power of the warp surges through Be’lakor’s victim, bones snap and flesh rips as a new form takes shape.|Dark Hereticus Discipline|Gift of Chaos has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy model that is within 6" of <a href="/wh40k9ed/factions/chaos-daemons/Be-lakor">Be’lakor</a> and is visible to him and roll a D6. If the result is greater than the target’s Toughness characteristic, its unit suffers D3+3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If a <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a> is slain by this power, you can add a <a href="/wh40k9ed/factions/chaos-daemons/#Chaos-Spawn">Chaos Spawn</a> to your army and set it up within 1" of the character before it is removed.|000002585004|
1|Infernal Gaze|TS|Thousand Sons|Unholy power streams from the psyker’s eyes, charring and melting everything caught in its path.|Psychic Powers|Infernal Gaze has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to him and roll 3 dice. The target suffers one <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 4+.|000002657002|
2|Death Hex|TS|Thousand Sons|The Sorcerer places a dire hex upon his enemies. Wards and energised shields flicker and fail, leaving the foe exposed.|Psychic Powers|Death Hex has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to him. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit cannot take <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saves</a>.|000002657003|
3|Gift of Chaos|TS|Thousand Sons|As the power of the warp surges through the psyker’s victim, bones snap and flesh rips as a new form takes shape.|Psychic Powers|Gift of Chaos has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 6" of the psyker and visible to him and roll a D6. If the result is greater than the target’s Toughness, it suffers D3+3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If a <span class="kwb">CHARACTER</span> is destroyed by this power, you can add one <a href="/wh40k9ed/factions/thousand-sons/Chaos-Spawn">Chaos Spawn</a> to your army within 6" of the character and not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units before they are removed as a casualty.|000002657004|
4|Prescience|TS|Thousand Sons|By focusing his warp-sight the psyker can guide the aim of his allies, bringing a swift and merciless death to their foes.|Psychic Powers|Prescience has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a <span class="tooltip01175" data-tooltip-content="#tooltip_content01175" data-tooltip-anchor="#tooltip_content01175"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. You can add 1 to all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made for that unit until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.|000002657005|
