wargear_id|line|name|Range|type|S|AP|D|abilities|
000001807|1|Firesabre|Melee|Melee|+3|-4|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000001814|1|Blazing Star of Vaul|12"|Pistol 8|4|-1|1|<a href="/wh40k9ed/factions/aeldari/#Shuriken-Weapons">Shuriken</a>|
000001816|1|Star glaive|Melee|Melee|x2|-3|2||
000001817|1|Lasblaster|24"|Assault 4|4|0|1|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 automatically wounds the target.|
000001818|1|Assault cannon|24"|Heavy 6|6|-1|1||
000001853|1|Hurricane bolter|24"|Rapid Fire 6|4|0|1||
000001858|1|Twin assault cannon|24"|Heavy 12|6|-1|1||
000001866|1|Psytronome shaper|Melee|Melee|User|0|D3||
000001872|1|Scythes of Tyran|Melee|Melee|+2|-4|3|Each time the bearer fights, it makes 2 additional attacks with this weapon.|
000001879|1|Balethorn Cannon|36"|Heavy D3+3|10|-3|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001886|1|Spine banks|6"|Assault 5|5|0|1||
000001888|1|Bio-plasmic scream|18"|Assault D6|8|-4|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001891|1|Ripper pistol|12"|Pistol 3|5|0|1|This weapon wounds INFANTRY units on a roll of 2+.|
000001892|1|Envenomed blade|Melee|Melee|+1|0|1|This weapon wounds INFANTRY units on a roll of 2+.|
000001907|1|Watcher’s Axe (shooting)|24"|Rapid Fire 1|5|-1|2||
000001908|1|Watcher’s Axe (melee)|Melee|Melee|x2|-3|3||
000001909|1|Misericordia|Melee|Melee|User|-2|1|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000001910|1|Castellan axe (shooting)|24"|Rapid Fire 1|4|-1|2||
000001911|1|Castellan axe (melee)|Melee|Melee|+3|-2|2||
000001912|1|Balistus grenade launcher|18"|Assault D3|5|-3|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001913|1|Salvo launcher|24"|Heavy 1|8|-4|D3+3||
000001914|1|Interceptor lance|Melee|Melee|+2|-3|2|Each time the bearer makes a melee attack with this weapon, if it made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> this turn, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000001915|1|Gatekeeper (shooting)|24"|Rapid Fire 2|5|-2|2|Each time a ranged attack is made with this weapon, that attack automatically hits the target.|
000001915|2|Gatekeeper (melee)|Melee|Melee|+2|-3|2||
000001920|1|Veiled blade (shooting)|12"|Pistol 2|4|-1|2||
000001920|2|Veiled blade (melee)|Melee|Melee|+1|-4|2|Each time the bearer fights, it makes 2 additional attacks with this weapon.|
000001921|1|Emperor’s Light|Melee|Melee|User|-2|1|Each time the bearer fights, it makes 1 additional attack with this weapon and no more than 2 attacks can be made with this weapon. Each time an attack is made with this weapon, if the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is successful, the target suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> and the attack sequence ends.|
000001924|1|Obliteratum|18"|Assault 1|10|-4|D3+3||
000001928|1|Blade of blood|Melee|Melee|User|-3|D3|Each time you make a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ for this weapon, that hit is resolved with a Damage of 3.|
000001929|1|Blood Throne’s hellblades|Melee|Melee|4|-3|1|After a Blood Throne makes its close combat attacks, you can attack with its attendants. Make 2 additional attacks, using this weapon profile. Any attacks with a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ for this weapon have a Damage characteristic of 2.|
000001930|1|Hideous mutations|Melee|Melee|User|-2|2||
000001931|1|Achillus dreadspear (shooting)|24"|Heavy 2|8|-2|3||
000001932|1|Achillus dreadspear (melee)|Melee|Melee|x2|-3|D3+3||
000001933|1|Lastrum storm bolter|24"|Rapid Fire 2|5|-1|1||
000001936|1|Twin Iliastus accelerator cannon|60"|Heavy 8|7|-3|2||
000001937|1|Twin lastrum bolt cannon|36"|Heavy 6|6|-2|1||
000001939|1|Bileblade|Melee|Melee|User|-3|D3|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001940|1|Doomsday bell|Melee|Melee|+1|-1|D3||
000001941|1|Streams of brackish filth|7"|Assault 2D6|User|-3|1|This weapon automatically hits its target. You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001942|1|Fanged maw|Melee|Melee|User|-1|1|Each time Rotigus fights, he can make D6 additional attacks with this weapon.|
000001943|1|Gnarlrod|Melee|Melee|+1|-2|3|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001944|1|Balesword|Melee|Melee|User|-3|1|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001945|1|Lopping shears|Melee|Melee|+1|-3|D3|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001946|1|Mulch’s acidic maw|Melee|Melee|7|-4|3|After Horticulous makes his close combat attacks, you can attack with Mulch. Make 1 additional attack, using this weapon profile.|
000001947|1|Marotter|Melee|Melee|User|0|1|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 made for this weapon.|
000001948|1|Disgusting sneezes|6"|Pistol D3|3|0|1|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for this weapon.|
000001949|1|Distended maw|Melee|Melee|User|-1|1|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for this weapon.|
000001950|1|Serrated claws|Melee|Melee|User|-2|2|Each time you make a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ for this weapon, that hit is resolved with an AP of -4 instead of -2.|
000001951|1|Ravaging claws|Melee|Melee|User|-1|2|When resolving an attack made with this weapon, on a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ this weapon has an Armour Penetration characteristic of -4 for that attack.|
000001954|1|A’rgath|Melee|Melee|+1|-4|D3|Re-roll all failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon when targeting a <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a>. If wielded by a <span class="tooltip00578" data-tooltip-content="#tooltip_content00578" data-tooltip-anchor="#tooltip_content00578"><span class="kwb">MONSTER</span></span>, increase this weapon’s Damage characteristic to 3.|
000001955|1|Skullreaver|Melee|Melee|+3|-4|D6|Re-roll all failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon when targeting a TITANIC unit. Each time you make a wound roll of 6+ for this weapon, the target suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to the normal damage.|
000001957|1|Soul Bane|Melee|Melee|User|-5|1|<a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">Invulnerable saves</a> cannot be taken against this weapon.|
000001962|1|Corruption|Melee|Melee|+2|-3|D3|Re-roll all failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> made for this weapon.|
000001965|1|Soulstealer|Melee|Melee|+1|-3|3|Each time a model is slain by this weapon, the bearer regains 1 lost wound. Re-roll all failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> made for this weapon when targeting an AELDARI unit.|
000001966|1|Slothful Claws|Melee|Melee|+1|-2|2|Each time you make a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 4+ for this weapon, that hit is resolved with a AP of -4 instead of -2.|
000001967|1|Seer’s Bane|Melee|Melee|+2|-4|D3|Each time an attack is made with this weapon against a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"><span class="kwb">PSYKER</span></a> unit, this weapon has a Strength characteristic of x2. Each time an attack made with this weapon is allocated to a <span class="kwb">PSYKER</span> unit, that attack has a Damage characteristic of D6.|
000001970|1|Coruscator|18"|Pistol 3|5|-2|2||
000001973|1|Daemonic axe|Melee|Melee|+2|-2|3||
000001974|1|Hellforged sword|Melee|Melee|+1|-3|3||
000001976|1|Fatecaster greatbow|30"|Assault 1|5|-1|1|Each time you select a target for this weapon, you can ignore the <a href="/wh40k9ed/the-rules/core-rules/#Look-out-Sir">Look Out, Sir</a> rule. Each time an attack is made with this weapon (including when firing <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a>), an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 2+ is always successful.|
000001977|1|Divining spear|Melee|Melee|+1|-1|2||
000001978|1|Betentacled maw|Melee|Melee|User|-1|1|Each time an attack is made with this weapon, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001979|1|Mutalith claws|Melee|Melee|+1|-2|3||
000001980|1|Flamer|12"|Assault D6|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000001981|1|High-intensity plasma rifle|36"|Assault 2|8|-4|3||
000001983|1|Onager Gauntlet|Melee|Melee|12|-4|3||
000001987|1|Supernova Launcher|24"|Assault 6|5|-2|2|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. This weapon can target units that are not visible to the bearer. Each time the bearer shoots with this weapon, if any hits are scored, until the end of the turn, each time a friendly <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> unit makes a ranged attack against the target, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and add 1 to that attack's <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000001994|1|Voidscythe|Melee|Melee|x2|-4|3|Each time an attack is made with this weapon, subtract 1 from that attack's <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001995|1|Telemon caestus|Melee|Melee|x2|-3|4|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000001997|1|Spiculus bolt launcher|24"|Heavy 5|5|-1|1|Each time this weapon is selected to shoot with, if this model has not moved this turn, change this weapon's Type to <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy 10</a>.|
000001999|1|Iliastus accelerator culverin|48"|Heavy 4|7|-3|2||
000002001|1|Voidreaper|Melee|Melee|+2|-4|3|Each time an attack is made with this weapon, rules that ignore wounds cannot be used.|
000002004|1|Gauntlet of the Conflagrator|12"|Pistol 1|-|-|-|Each time an attack is made with this weapon, that attack automatically hits the target. Instead of making a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>, roll one D6 for each model in the target unit: that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each result of 6 and the attack sequence ends.|
000002010|1|The Voltaic Staff (shooting)|18"|Assault 4|6|-2|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 2 additional hits.|
000002010|2|The Voltaic Staff (melee)|Melee|Melee|+1|-2|2||
000002011|1|Blood Scythe|Melee|Melee|+2|-4|2|Each time the bearer fights, it makes 2 additional attacks with this weapon.|
000002012|1|The Solar Staff (shooting)|24"|Assault 6|5|-2|1|Each time an attack is made with this weapon against an <span class="kwb">INFANTRY</span> unit, if a hit is scored, then until the end of the turn that unit is blinded. Blinded units cannot fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> or <a href="/wh40k9ed/the-rules/core-rules/#Defensible">Set to Defend</a>.|
000002012|2|The Solar Staff (melee)|Melee|Melee|User|-2|1|Each time an attack is made with this weapon against an <span class="kwb">INFANTRY</span> unit, if a hit is scored, then until the end of the turn that unit is blinded. Blinded units cannot fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> or <a href="/wh40k9ed/the-rules/core-rules/#Defensible">Set to Defend</a>.|
000002013|1|Plasma grenades|6"|Grenade D6|4|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000002014|1|Razor feathers|Melee|Melee|User|-1|1||
000002015|1|Talos gauntlet|Melee|Melee|+2|-3|3|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000002017|1|Parasite’s Kiss|12"|Pistol 3|2|-2|2|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a> (2+). Each time an enemy model is destroyed by an attack made with this weapon, the bearer regains 1 lost wound.|
000002021|1|The Animus Vitae|6"|Grenade 1|-|-|-|The bearer can only shoot with this weapon once per battle. If it hits, the target unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If the target unit has 11 or more models, it suffers D3+3 mortal wounds instead. Until the end of the turn, friendly units with the <a href="/wh40k9ed/factions/drukhari/#Power-From-Pain">Power From Pain</a> ability treat the current battle round as being one higher than it actually is when determining what effects they gain.|
000002022|1|The Triptych Whip|Melee|Melee|User|-3|2|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a> (2+). Each time the bearer is selected to fight, add 3 to their Attacks characteristic until the end of the phase.|
000002024|1|Soul-seeker|18"|Pistol 2|2|-2|D3|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a> (2+). Each time you select a target for this weapon, you can ignore the <a href="/wh40k9ed/the-rules/core-rules/#Look-out-Sir">Look Out, Sir</a> rule. Each time an attack is made with this weapon, the target does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> against that attack.|
000002029|1|The Blood Glaive|Melee|Melee|+2|-3|3||
000002031|1|Spirit-sting|12"|Pistol 3|2|-3|1|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a> (2+). Each time an attack is made with this weapon, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be taken against that attack.|
000002032|1|The Flensing Blade|Melee|Melee|User|-2|D3|<a href="/wh40k9ed/factions/drukhari/#Poisoned-Weapon">Poisoned Weapon</a> (2+). Each time an attack made with this weapon targets a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> unit, that attack has a Damage characteristic of 3.|
000002047|1|Armiger autocannon|60"|Heavy 2D3|7|-2|3||
000002048|1|Conflagration cannon|18"|Heavy 3D6|7|-2|2|Each time an attack is made with this weapon, that attack automatically hits the target.|
000002049|1|Low intensity|36"|Heavy 2D6|6|-2|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000002049|2|High intensity|24"|Heavy D6|12|-4|4|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000002051|1|Standard|48"|Heavy 2D6|8|-4|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000002051|2|Supercharge|48"|Heavy 2D6|9|-4|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> after shooting with this weapon profile.|
000002052|1|Shieldbreaker missile|48"|Heavy 1|10|-4|D6|Each time the bearer is selected to shoot, it can only make attacks with one shieldbreaker missile, and it can only shoot each shieldbreaker missile it is equipped with once per battle. Each time an attack is made with this weapon, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be made against that attack.|
000002053|1|Thermal spear|30"|Heavy 2|9|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000002054|1|Thundercoil harpoon|18"|Heavy 1|16|-6|10|Each time an attack is made with this weapon against an <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit (excluding <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a>), add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Each time an attack made with this weapon is allocated to a model, that model’s unit suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to the normal damage.|
000002055|1|Twin meltagun|12"|Assault 2|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000002056|1|Twin siegebreaker cannon|36"|Heavy 2D3|7|-1|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000002057|1|Volcano lance|80"|Heavy D3|16|-5|D6+8|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000002058|1|Strike|Melee|Melee|x2|-4|8|Each time an attack is made with this weapon profile, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target in addition to the normal damage.|
