faction_id|name|type|cp_cost|legend|source_id|description|id|
GC|BORE THROUGH|Genestealer Cults – Battle Tactic Stratagem|1|Wielding hefty industrial saws and drills, sufficiently determined broodkin can carve their way through the toughest enemy defence lines.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> unit from your army is selected to fight. Until the end of the phase, each time a model in that unit makes an attack with an <a href="/wh40k9ed/factions/genestealer-cults/#Industrial-Weapons">industrial weapon</a> against an enemy <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000002938002|
GC|RAPID ADVANCE|Genestealer Cults – Battle Tactic Stratagem|1|Like an alien predator suddenly pouncing upon its cornered prey, the cult surges forward as one.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when a <span class="tooltip01494" data-tooltip-content="#tooltip_content01494" data-tooltip-anchor="#tooltip_content01494"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">GENESTEALER</span></span>, <span class="tooltip01495" data-tooltip-content="#tooltip_content01495" data-tooltip-anchor="#tooltip_content01495"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">BIKER</span></span> or <span class="tooltip01496" data-tooltip-content="#tooltip_content01496" data-tooltip-anchor="#tooltip_content01496"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">VEHICLE</span></span> unit from your army Advances. Do not make an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a>. Instead, until the end of the phase, add 6" to the Move characteristic of models in that unit.|000002938003|
GC|ONE WITH THE SHADOWS|Genestealer Cults – Battle Tactic Stratagem|1|As enemy fire hammers their position, so the faithful melt into the shadows to avoid its fury.||Use this Stratagem in your opponents <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01497" data-tooltip-content="#tooltip_content01497" data-tooltip-anchor="#tooltip_content01497"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">INFANTRY</span></span> unit from your army is selected as the target of an attack. Until the end of the phase, each time a ranged attack is allocated to a model in that unit while it is receiving the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a>, add an additional 1 to any armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made against that attack.|000002938004|
GC|DIG THEM OUT|Genestealer Cults – Battle Tactic Stratagem|1|Many of the same techniques employed in freeing precious ores from bedrock can be applied to violently digging enemies out of fortified positions.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> unit from your army is selected to shoot. Until the end of the phase, each time a model in that unit makes an attack with an <a href="/wh40k9ed/factions/genestealer-cults/#Industrial-Weapons">industrial weapon</a> that targets a unit within 12" of it, the target is treated as being <a href="/wh40k9ed/factions/genestealer-cults/#Crossfire-Exposed">Exposed</a> for that attack.|000002938005|
GC|OVERLOAD FUEL CELLS|Genestealer Cults – Battle Tactic Stratagem|1|The faithful think nothing of abusing the machine spirits of their weaponry, deeming the stirring of those spirits’ wrath to be an acceptable price for the overcharged slaughter they can wreak.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> unit from your army is selected to shoot, or in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> unit from your army is selected to fight. Until the end of the phase, each time an <a href="/wh40k9ed/factions/genestealer-cults/#Industrial-Weapons">industrial weapon</a> is selected for a model in that unit to attack with, that model can overload it. If it does so, then until that shooting or fight is resolved, each time that model makes an attack with that weapon:<br><ul><li>If it is a ranged weapon, add 1 to the Damage characteristic of that attack.</li><li>If it is a melee weapon, add 1 to the Strength characteristic of that attack.</li><li>If any unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 are made for attacks with that weapon, after the attacking models unit has finished making its attacks, it suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.</li></ul>|000002938006|
GC|MONSTROUS VIGOUR|Genestealer Cults – Battle Tactic Stratagem|1/2|The Aberrants of the cult’s dark underbelly take a grim satisfaction in their ability to shrug off horrific damage.||Use this Stratagem in any phase, when an <span class="tooltip01498" data-tooltip-content="#tooltip_content01498" data-tooltip-anchor="#tooltip_content01498"><span class="kwb">ABERRANT</span></span> or <span class="tooltip01499" data-tooltip-content="#tooltip_content01499" data-tooltip-anchor="#tooltip_content01499"><span class="kwb">ABOMINANT</span></span> unit from your army is selected as the target of an attack. Until the end of the phase, each time an attack is made against that unit, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1-3 for that attack fails, irrespective of any abilities that the weapon or the model making the attack may have. If that unit contains 5 or fewer models, this Stratagem costs 1CP; otherwise, it costs 2CP.|000002938007|
GC|RAKING FIRE|Genestealer Cults – Battle Tactic Stratagem|1|At great speed, the cult’s outriders roar into optimal firing positions to inflict catastrophic damage.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when an <span class="tooltip01500" data-tooltip-content="#tooltip_content01500" data-tooltip-anchor="#tooltip_content01500"><span class="kwb">ATALAN</span></span> or <span class="tooltip01501" data-tooltip-content="#tooltip_content01501" data-tooltip-anchor="#tooltip_content01501"><span class="kwb">ACHILLES</span> <span class="kwb">RIDGERUNNERS</span></span> unit from your army is selected to shoot. Until the end of the phase, each time a model in that unit makes an attack, if the target has a <a href="/wh40k9ed/factions/genestealer-cults/#Crossfire">crossfire marker</a> and was <a href="/wh40k9ed/factions/genestealer-cults/#Crossfire-Exposed">Exposed</a> when it was selected as the target, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Note that the target must be Exposed (see <a href="/wh40k9ed/factions/genestealer-cults/#Crossfire">Crossfire</a> rule), rather than by any other means (e.g. the <span class="redfont">Priority Target</span> ability).|000002938008|
GC|MASSED FIREARMS|Genestealer Cults – Battle Tactic Stratagem|1|A key tenet of guerrilla warfare is knowing how to concentrate the fire of even inferior weapons to inflict maximum harm.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01502" data-tooltip-content="#tooltip_content01502" data-tooltip-anchor="#tooltip_content01502"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">CROSSFIRE</span></span> unit from your army that contains 6 or more models is selected to shoot. Until the end of the phase, each time a model in that unit makes a ranged attack, if all the models in that unit target one enemy unit that has a <a href="/wh40k9ed/factions/genestealer-cults/#Crossfire">crossfire marker</a>, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 automatically wounds the target.|000002938009|
GC|DEVOTED CREW|Genestealer Cults – Epic Deed Stratagem|1|Even should their vehicle be terribly damaged and they themselves fatally wounded, this crew fight on with zealous fervour.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="tooltip01496" data-tooltip-content="#tooltip_content01496" data-tooltip-anchor="#tooltip_content01496"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">VEHICLE</span></span> model from your army. Until the start of your next Command phase, that model is considered to have its full wounds remaining for the purposes of determining what characteristics on its profile to use.|000002938010|
GC|HYPER-METABOLISM|Genestealer Cults – Epic Deed Stratagem|1|Even the most grievous wounds can be sealed over by those with the alien biology of the Tyranid under their skin.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="tooltip01503" data-tooltip-content="#tooltip_content01503" data-tooltip-anchor="#tooltip_content01503"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">CHARACTER</span></span> model from your army. That model regains up to D3 lost wounds.|000002938011|
GC|RIGGED TO BLOW|Genestealer Cults – Epic Deed Stratagem|1|Genestealer Cults are willing to sacrifice any asset for the cause.||Use this Stratagem in any phase, when a <span class="tooltip01496" data-tooltip-content="#tooltip_content01496" data-tooltip-anchor="#tooltip_content01496"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">VEHICLE</span></span> model from your army equipped with a cache of demolition charges is destroyed. Do not roll to see if that model explodes: it does so automatically.|000002938012|
GC|DATA PARASITE|Genestealer Cults – Epic Deed Stratagem|1/2|Clamavuses are able to send corrupting data-wyrms burrowing into enemy machine spirits to weaken and degrade their hosts.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one enemy <span class="kwb">VEHICLE</span> model within 18" of and visible to a <span class="tooltip00701" data-tooltip-content="#tooltip_content00701" data-tooltip-anchor="#tooltip_content00701"><span class="kwb">CLAMAVUS</span></span> model from your army. If that enemy <span class="kwb">VEHICLE</span> model’s characteristics can change as it suffers damage, roll one D6: on a 3+, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, that enemy <span class="kwb">VEHICLE</span> model is considered to have half the number of wounds remaining for the purposes of determining what those characteristics are. If that enemy <span class="kwb">VEHICLE</span> model has the <span class="kwb">TITANIC</span> keyword, this Stratagem costs 2CP; otherwise, it costs 1CP.|000002938013|
GC|LEGENDARY DEMISE|Genestealer Cults – Epic Deed Stratagem|2|Even in death, the Kelermorph seeks to set a bloodthirsty example.||Use this Stratagem in any phase, when a <span class="tooltip00698" data-tooltip-content="#tooltip_content00698" data-tooltip-anchor="#tooltip_content00698"><span class="kwb">KELERMORPH</span></span> model from your army is destroyed by an enemy model. Do not remove that <span class="kwb">KELERMORPH</span> model from play; it can, after the attacking model’s unit has finished making its attacks, shoot as if it were your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. After resolving these attacks, the destroyed <span class="kwb">KELERMORPH</span> model is then removed.|000002938014|
GC|GESTALT CONSCIOUSNESS|Genestealer Cults – Epic Deed Stratagem|1|Cult psykers are able to employ the minds of the faithful as willing conduits for their unnatural powers.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, when a <span class="tooltip01504" data-tooltip-content="#tooltip_content01504" data-tooltip-anchor="#tooltip_content01504"><span class="kwb2">&lt;<span class="kwb3">C</span>ULT&gt;</span> <span class="kwb">PSYKER</span></span> model from your army <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifests</a> a Blessing psychic power that instructs you to select a friendly unit. When selecting a unit to be affected by that psychic power, you can select one friendly <span class="tooltip00702" data-tooltip-content="#tooltip_content00702" data-tooltip-anchor="#tooltip_content00702"><span class="kwb2">&lt;<span class="kwb3">C</span>ULT&gt;</span></span> unit anywhere on the battlefield (that unit does not have to be visible to or within any specified range of that <span class="kwb">PSYKER</span> model).|000002938015|
