faction_id|name|type|cp_cost|legend|source_id|description|id|
NEC|HAND OF THE PHAERON|Necrons – Requisition Stratagem|2|This dynasty's phaeron has sent out their chosen nemesor, imbuing them with regal and absolute power to act in their stead.||Use this Stratagem before the battle, when you are mustering your army. If your army does not contain a model with the <span class="tooltip03403" data-tooltip-content="#tooltip_content03403" data-tooltip-anchor="#tooltip_content03403"><span class="kwb">PHAERON</span></span> keyword, select one <span class="tooltip00536" data-tooltip-content="#tooltip_content00536" data-tooltip-anchor="#tooltip_content00536"><span class="kwb">NECRONS</span> <span class="kwb">OVERLORD</span></span> model from your army (excluding named characters). That model gains the <span class="kwb">PHAERON</span> keyword, and in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a> it can use its <span class="redfont">My Will Be Done</span> ability one additional time. You can only use this Stratagem once.|000002747014|
NEC|DYNASTIC HEIRLOOMS|Necrons – Requisition Stratagem|1|Vast and sprawling are the treasure vaults of this legions dynasty, and richly appointed are their noble leaders when in battle.||Use this Stratagem before the battle, when you are mustering your army, if your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> has the <span class="kwb">NECRONS</span> keyword. Select one <span class="tooltip00537" data-tooltip-content="#tooltip_content00537" data-tooltip-anchor="#tooltip_content00537"><span class="kwb">NECRONS</span> <span class="kwb">CHARACTER</span></span> model (excluding <span class="tooltip00531" data-tooltip-content="#tooltip_content00531" data-tooltip-anchor="#tooltip_content00531"><span class="kwb">C'TAN</span> <span class="kwb">SHARD</span></span> models) in your army and give them one <a href="/wh40k9ed/factions/necrons/#Relics-of-the-Aeons">Relic</a> (this must be a Relic they can have). Each Relic in your army must be unique, and you cannot use this Stratagem to give a model two Relics. You can only use this Stratagem once, unless you are playing a Strike Force battle (in which case you can use this Stratagem twice), or an Onslaught battle (in which case you can use this Stratagem three times).|000002747015|
NEC|RAREFIED NOBILITY|Necrons – Requisition Stratagem|1|In a show of arrogant superiority, the Necrons' leader has brought the cream of their noble allies to war at their side.||Use this Stratagem before the battle, when you are mustering your army, if your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> has the <span class="kwb">NECRONS</span> keyword. Select one <span class="tooltip00537" data-tooltip-content="#tooltip_content00537" data-tooltip-anchor="#tooltip_content00537"><span class="kwb">NECRONS</span> <span class="kwb">CHARACTER</span></span> model (excluding <span class="tooltip00531" data-tooltip-content="#tooltip_content00531" data-tooltip-anchor="#tooltip_content00531"><span class="kwb">C'TAN</span> <span class="kwb">SHARD</span></span> models) in your army and determine one <a href="/wh40k9ed/factions/necrons/#Warlord-Traits">Warlord Trait</a> for that model (this must be a Warlord Trait they can have); that model is only regarded as your <span class="kwb">WARLORD</span> for the purposes of that Warlord Trait. Each Warlord Trait in your army must be unique (if randomly generated, re-roll duplicate results), and you cannot use this Stratagem to give a model two Warlord Traits. You can only use this Stratagem once, unless you are playing a Strike Force battle (in which case you can use this Stratagem twice), or an Onslaught battle (in which case you can use this Stratagem three times).|000002747016|
NEC|ENSLAVED PROTECTORS|Necrons – Strategic Ploy Stratagem|1|Should danger threaten, Canoptek constructs are compelled by their programming to surge selflessly to their masters' aid.||Use this Stratagem in your opponent's <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select one <span class="tooltip00538" data-tooltip-content="#tooltip_content00538" data-tooltip-anchor="#tooltip_content00538"><span class="kwb">CANOPTEK</span></span> unit from your army. Until the end of the phase, that unit is eligible to <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform Heroic Interventions</a> as if it was a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a>.|000002747017|
NEC|STELLAR ALIGNMENT PROTOCOL|Necrons – Strategic Ploy Stratagem|2/1|Driven by Cryptek manipulation, a key Necron war engine activates backup systems in order to fulfil its crucial pre-aligned role in the wider battle plan.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="tooltip00539" data-tooltip-content="#tooltip_content00539" data-tooltip-anchor="#tooltip_content00539"><span class="kwb">NECRONS</span> <span class="kwb">VEHICLE</span></span> model from your army that has a Wounds characteristic of 10 or more. Until the start of your next Command phase, that model is considered to have its full wounds remaining for the purposes of determining what characteristics on its profile to use. If that model has the <span class="kwb">TITANIC</span> keyword, this Stratagem costs 2CP; otherwise it costs 1CP.|000002747018|
NEC|REANIMATION PRIORITISATION|Necrons – Strategic Ploy Stratagem|2|Canoptek Reanimators can quickly re-prioritise which warriors are in greatest need of their healing beams.||Use this Stratagem in your opponent's <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="kwb">NECRONS</span> unit from your army is selected as the target of an attack. Select one <span class="tooltip03404" data-tooltip-content="#tooltip_content03404" data-tooltip-anchor="#tooltip_content03404"><span class="kwb">CANOPTEK</span> <span class="kwb">REANIMATOR</span></span> model in your army that is within 6" of and visible to the targeted unit. That model can use its <span class="redfont">Nanoscarab Reanimation Beam</span> ability as if it was your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, selecting the targeted unit to be healed by its reanimation beam (any unit that was already being healed by that model's reanimation beam is no longer considered to be healed by it).|000002747019|
NEC|BURROWING NIGHTMARES|Necrons – Strategic Ploy Stratagem|1|Writhing and hissing, these Ophydian Destroyers plunge back into the bedrock with slashing claw strokes and flickering dimensional displacements. The foe look on fearfully, knowing that the murderous androids will not remain buried for long.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one <span class="tooltip03405" data-tooltip-content="#tooltip_content03405" data-tooltip-anchor="#tooltip_content03405"><span class="kwb">OPHYDIAN</span> <span class="kwb">DESTROYERS</span></span> unit from your army that is on the battlefield. Remove that unit from the battlefield. In the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your next Movement phase, you can set that unit back up on the battlefield anywhere that is more than 9" away from any enemy models. If the battle ends and that unit is not on the battlefield, it is destroyed.|000002747020|
NEC|SELF-DESTRUCTION|Necrons – Strategic Ploy Stratagem|1|If enabled, the self-destruct protocols of Canoptek Scarabs cause them to explode in a hail of razor-sharp armour fragments.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip03406" data-tooltip-content="#tooltip_content03406" data-tooltip-anchor="#tooltip_content03406"><span class="kwb">CANOPTEK</span> <span class="kwb">SCARAB</span> <span class="kwb">SWARMS</span></span> unit from your army is selected to fight. Select one model in that unit. After that unit has finished <a href="/wh40k9ed/the-rules/core-rules/#Pile-In">piling in</a>, you can select one enemy unit within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that model and roll one D6: on a 2-5, that enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 6, that enemy unit suffers 3 mortal wounds. The <span class="kwb">CANOPTEK</span> <span class="kwb">SCARAB</span> <span class="kwb">SWARM</span> model is then destroyed.|000002747021|
NEC|PRISMATIC DIMENSIONAL BREACH|Necrons – Strategic Ploy Stratagem|1|Engaging a secondary prismatic filter built into its invasion beam projector, the Necron construct splits the skin of realspace with multiple dimensional doorways from which the dynastic legions advance.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one <span class="tooltip00543" data-tooltip-content="#tooltip_content00543" data-tooltip-anchor="#tooltip_content00543"><span class="kwb2">&lt;<span class="kwb3">D</span>YNASTY&gt;</span> <span class="kwb">CORE</span></span> unit from your army that is in <a href="/wh40k9ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, and then select one friendly <span class="tooltip03407" data-tooltip-content="#tooltip_content03407" data-tooltip-anchor="#tooltip_content03407"><span class="kwb2">&lt;<span class="kwb3">D</span>YNASTY&gt;</span> <span class="kwb">NIGHT</span> <span class="kwb">SCYTHE</span></span> or <span class="tooltip03139" data-tooltip-content="#tooltip_content03139" data-tooltip-anchor="#tooltip_content03139"><span class="kwb2">&lt;<span class="kwb3">D</span>YNASTY&gt;</span> <span class="kwb">MONOLITH</span></span> model that is on the battlefield. Set that <span class="kwb">CORE</span> unit up anywhere on the battlefield that is wholly within 3" of that <span class="kwb">NIGHT</span> <span class="kwb">SCYTHE</span> or <span class="kwb">MONOLITH</span> model and not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units. This Stratagem cannot be used in the first battle round.|000002747022|
NEC|SHADOWS OF DRAZAK|Necrons – Strategic Ploy Stratagem|1|These Flayed Ones have drawn the crawling shadows of their charnel realm through the veil with them. Now, they slink ever closer to the enemy, their red eyes glowing like eerie lanterns from amidst coiling curtains of ice-cold darkness.||Use this Stratagem in any phase, when a <span class="tooltip03398" data-tooltip-content="#tooltip_content03398" data-tooltip-anchor="#tooltip_content03398"><span class="kwb">FLAYED</span> <span class="kwb">ONES</span></span> unit from your army is selected as the target of an attack. Until the end of the phase, each time an attack is made against that unit, subtract 1 from that attack's <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000002747023|
NEC|AETHERIC INTERCEPTION|Necrons – Strategic Ploy Stratagem|1|With hunters' instincts honed over aeons, the Deathmarks pounce precisely at the moment their prey enter battle, gunning them down before they can even act.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your opponent's <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, after an enemy unit has been set up on the battlefield. Select one <span class="tooltip03408" data-tooltip-content="#tooltip_content03408" data-tooltip-anchor="#tooltip_content03408"><span class="kwb">HYPERSPACE</span> <span class="kwb">HUNTER</span></span> unit from your army that is either on the battlefield, in a hyperspace dimension or in <a href="/wh40k9ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.<br><ul><li>If that <span class="kwb">HYPERSPACE</span> <span class="kwb">HUNTER</span> unit is in a hyperspace dimension or in Strategic Reserves, set it up anywhere on the battlefield that is within 18" of that enemy unit and more than 9" away from any enemy models.</li><li>That <span class="kwb">HYPERSPACE</span> <span class="kwb">HUNTER</span> unit can, at the end of the phase, shoot as if it were your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, but until the end of the phase it can only target the enemy unit that was just set up on the battlefield (and only if that enemy unit is an eligible target for that attack).</li></ul>|000002747024|
NEC|RELENTLESS ONSLAUGHT|Necrons – Strategic Ploy Stratagem|1|The Necron soldiery stride forward, tracking their targets and unleashing volley after volley with merciless efficiency.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip00546" data-tooltip-content="#tooltip_content00546" data-tooltip-anchor="#tooltip_content00546"><span class="kwb">CORE</span> <span class="kwb">INFANTRY</span></span> unit from your army is selected to shoot. Until the end of the phase, each time a model in that unit makes an attack with a <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire</a> weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores one additional hit.|000002747025|
