roll|name|faction_id|faction_name|legend|type|description|
1|TERRIFYING VISIONS|AM|Astra Militarum|The psyker fills his enemies’ minds with nightmarish images and visions of torment, seeking to send them fleeing in terror.|Psykana Discipline|Terrifying Visions has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose an enemy unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. That unit subtracts 2 from its Leadership until the start of your next turn.|
2|GAZE OF THE EMPEROR|AM|Astra Militarum|The psyker cages the immense power of the immaterium within his physical form, and his eyes blaze with the Emperor’s vengeful fury.|Psykana Discipline|Gaze of the Emperor has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, draw a straight line 2D6" long directly away from the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Roll a dice for each model the centre of the line passes over. On a 4+ that model’s unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
3|PSYCHIC BARRIER|AM|Astra Militarum|The psyker weaves an aegis of pure psychic energy around his allies, against which enemy fire sparks and spatters harmlessly.|Psykana Discipline|Psychic Barrier has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly ASTRA MILITARUM unit within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to that unit’s <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a>.|
4|NIGHTSHROUD|AM|Astra Militarum|Calling upon the power of the empyrean, the psyker cloaks his allies in a flowing curtain of shadow, concealing them from the enemy.|Psykana Discipline|Nightshroud has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose a friendly ASTRA MILITARUM unit within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next turn, any enemy unit that targets the chosen unit with a ranged weapon suffers a -1 penalty to its <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a>.|
5|MENTAL FORTITUDE|AM|Astra Militarum|Drawing on boundless reserves of inner strength, the psyker shields his allies’ minds from mortal fears and the threat of sorcerous assault.|Psykana Discipline|Mental Fortitude has a warp charge value of 4. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly ASTRA MILITARUM unit within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit automatically passes <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a>.|
6|PSYCHIC MAELSTROM|AM|Astra Militarum|The psyker unleashes the full might of his mind, summoning a roiling psychic tempest that envelops his enemy, lifting them from the ground and wrenching them about like a rag doll.|Psykana Discipline|Psychic Maelstrom has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Roll a D6. On a 2+, that unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. Unless this mortal wound is negated, you can then roll another dice. On a 3+ that enemy unit suffers another mortal wound. Continue this process, adding 1 to the dice roll required each time (so the next roll would need 4+, then 5+, etc.) until you fail to cause a mortal wound, or the enemy unit is destroyed.|
1|MIND WORM|DA|Dark Angels|The Librarian burrows his consciousness into the screaming victim’s brain, ripping free their secrets in a spray of gore.|Interromancy Discipline|Mind Worm has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> that is visible to him. That unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> and may only be chosen to fight in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> after all other eligible units have fought, even if they charged or have an ability that would allow them to fight first. This effect lasts until the end of your turn.|
2|AVERSION|DA|Dark Angels|The Librarian sends waves of cold fear washing outwards. The foe find themselves unable to focus upon the psyker, their subconscious screaming at them to look away for fear of what they will see.|Interromancy Discipline|Aversion has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit within 24" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> that is visible to him. Until your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, your opponent must subtract 1 from all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made for that unit.|
3|RIGHTEOUS REPUGNANCE|DA|Dark Angels|Reaching into the minds of his brothers, the Librarian stokes the fires of their hate, and the Dark Angels respond with a surge of cold, furious violence.|Interromancy Discipline|Righteous Repugnance has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, pick a friendly DARK ANGELS unit within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> (if your psyker is from a <a href="/wh40k9ed/factions/dark-angels/#Successor-Chapters">Dark Angels successor Chapter</a>, pick a friendly unit from that Chapter instead). You can re-roll all failed <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> made for the unit’s Melee weapons until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.|
4|TREPHINATION|DA|Dark Angels|The Librarian gathers his thoughts into a white hot spike to plunge straight into his victim’s mind, leaving the foe’s brain matter dribbling from ears.|Interromancy Discipline|Trephination has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll 2D6, adding 2 to the total if the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">psychic test</a> was more than 10. The closest visible enemy unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each point that the total exceeds their highest Leadership characteristic.|
5|ENGULFING FEAR|DA|Dark Angels|The Librarian inveigles his way into the minds of his foes. Subtly, he twists and heightens their fears.|Interromancy Discipline|Engulfing Fear has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, your opponent must roll 2 dice and discard the lowest result when taking <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a> for any unit that is within 6" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>.|
6|MIND WIPE|DA|Dark Angels|The Librarian scourges the mind of his foe, dragging out every memory that makes them who they are and reducing them to hollow shells of what they once were.|Interromancy Discipline|Mind Wipe has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose an enemy model within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> that is visible to him. Each player then rolls a D6 and adds their model’s Leadership characteristic to their result. If your opponent scores higher, or if the scores are drawn, nothing happens. If your score is higher, the enemy model reduces its Leadership, Ballistic Skill and Weapon Skill characteristics by 1 for the rest of the battle (e.g. a Ballistic Skill of 3+ is reduced to 4+).|
1|ASTRAL AIM|GK|Grey Knights|The psyker reaches out to the minds of his fellow battle-brothers, mystically guiding their aim to the chosen target.|Sanctic Discipline|<b>Blessing:</b> <i>Astral Aim</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Each time this <span class="kwb">PSYKER</span>’s unit is selected to shoot, you can re-roll one <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> when resolving that unit’s attacks.</li><li>Each time a model in this <span class="kwb">PSYKER</span>’s unit makes a ranged attack, the target does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> against that attack.</li></ul>|
2|PURGE SOUL|GK|Grey Knights|The psyker draws upon every ounce of willpower he possesses to purge the evil from his foes’ souls, scouring every trace of corruption.|Sanctic Discipline|<b>Witchfire:</b> <i>Purge Soul</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 12" of and visible to this <span class="kwb">PSYKER</span> that has not already been selected for this power this phase, Then, roll one D6 and add this <span class="kwb">PSYKER</span>’s Leadership characteristic to the result. Your opponent then rolls one D6 and adds that unit’s Leadership characteristic to the result.<br><ul><li>If your total is higher than your opponent’s, the selected unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.</li><li>If your total is equal to your opponent’s, the selected unit suffers 1 mortal wound.</li><li>If your total is less than your opponent’s, nothing happens.</li></ul>|
3|HAMMERHAND|GK|Grey Knights|Focusing the raging power of his mind, the psyker augments the strength of his comrades to the point where they can crush flesh and bone with a single blow.|Sanctic Discipline|<b>Blessing:</b> <i>Hammerhand</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in this <span class="kwb">PSYKER</span>’s unit makes a melee attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
4|PURIFYING FLAME|GK|Grey Knights|The pellucid fire of the psyker’s soul is released in a wave of empyric flame, burning the essences of the unworthy.|Sanctic Discipline|<b>Witchfire:</b> <i>Purifying Flame</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, the closest enemy unit within 9" of and visible to this <span class="kwb">PSYKER</span> suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was 11+, that unit suffers D3+3 mortal wounds instead.|
5|ARMOURED RESILIENCE|GK|Grey Knights|The psyker channels the primordial energies of the empyrean through himself, infusing the armour of his allies with its power, hardening the ceramite beyond what could be achieved by Human artifice.|Sanctic Discipline|<b>Blessing:</b> <i>Armoured Resilience</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> made for models in this <span class="kwb">PSYKER</span>’s unit.|
6|ETHEREAL CASTIGATION|GK|Grey Knights|Hardening his soul, the psyker directs his brothers’ lethal fire before spiriting them away so quickly that any witnessing the ruin of their weapons' blessed verdict would swear it came from thin air.|Sanctic Discipline|<b>Blessing:</b> <i>Ethereal Castigation</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, this <span class="kwb">PSYKER</span>’s unit can shoot as if were your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, and then it can make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. After making this move and/or resolving these shooting attacks, until the end of the turn, this <span class="kwb">PSYKER</span>’s unit cannot make a Normal Move, <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>, charge, or shoot.|
1|’EADBANGER|ORK|Orks|A bolt of raw power erupts from the Weirdboy’s sloping forehead and rockets across the battlefield, causing the head of the first unfortunate victim caught in its path to explode in a shower of brains and gore.|Power of the Waaagh! Discipline|<b>Witchfire:</b> <i>’Eadbanger</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span> and roll one D6; if the result is higher than the selected unit’s Toughness characteristic, that unit suffers D6 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. No more than one model can be destroyed as a result of these mortal wounds (any excess damage is lost).|
